concept	lang	token	priority	head_lemma	parts
European_Magpie#species	en	Common magpie	2	magpie NOUN	common ADJ amod> magpie NOUN
European_Magpie#species	en	European magpie	2	magpie NOUN	european ADJ amod> magpie NOUN
European_Magpie#species	en	Magpie	2	Magpie PROPN	
European_Mole#species	en	Mole	0	mole NOUN	
European_Mole#species	en	Talpa europaea	1	europaea NOUN	Talpa PROPN compound> europaea NOUN
European_Mole#species	en	Common mole	2	mole NOUN	common ADJ amod> mole NOUN
European_Mole#species	en	European mole	2	mole NOUN	european ADJ amod> mole NOUN
European_Mole#species	en	Mole	2	mole NOUN	
European_Mole#species	en	Northern mole	2	mole NOUN	Northern ADJ amod> mole NOUN
European_Nightjar#species	en	Nightjar	0	Nightjar NOUN	
European_Nightjar#species	en	Caprimulgus europaeus	1	Caprimulgus NOUN	europaeus X appos> Caprimulgus NOUN
European_Nightjar#species	en	European nightjar	2	nightjar NOUN	european ADJ amod> nightjar NOUN
European_Nightjar#species	en	Nightjar	2	Nightjar NOUN	
European_Otter#species	en	Otter	0	Otter NOUN	
European_Otter#species	en	Lutra lutra	1	lutra NOUN	Lutra PROPN compound> lutra NOUN
European_Otter#species	en	Common otter	2	otter NOUN	common ADJ amod> otter NOUN
European_Otter#species	en	Eurasian otter	2	otter NOUN	Eurasian ADJ amod> otter NOUN
European_Otter#species	en	Eurasian river otter	2	otter NOUN	Eurasian ADJ amod> otter NOUN | river NOUN compound> otter NOUN
European_Otter#species	en	European otter	2	otter NOUN	european ADJ amod> otter NOUN
European_Otter#species	en	Old world otter	2	otter NOUN	old ADJ amod> world NOUN | world NOUN compound> otter NOUN
European_Otter#species	en	Otter	2	Otter NOUN	
European_Pied_Flycatcher#species	en	Pied flycatcher	0	flycatcher NOUN	Pied VERB amod> flycatcher NOUN
European_Pied_Flycatcher#species	en	Ficedula hypoleuca	1	hypoleuca NOUN	Ficedula PROPN compound> hypoleuca NOUN
European_Pied_Flycatcher#species	en	European pied flycatcher	2	py VERB	european PROPN nsubj> py VERB | flycatcher NOUN obj> py VERB
European_Pied_Flycatcher#species	en	Pied flycatcher	2	flycatcher NOUN	Pied VERB amod> flycatcher NOUN
European_Pine_Marten#species	en	Pine marten	0	marten NOUN	Pine NOUN compound> marten NOUN
European_Pine_Marten#species	en	Martes martes	1	marte NOUN	Martes PROPN compound> marte NOUN
European_Pine_Marten#species	en	European pine marten	2	marten NOUN	european ADJ amod> marten NOUN | pine NOUN compound> marten NOUN
European_Pine_Marten#species	en	Pine marten	2	marten NOUN	Pine NOUN compound> marten NOUN
European_Rabbit#species	en	Rabbit	0	rabbit NOUN	
European_Rabbit#species	en	Oryctolagus cuniculus	1	cuniculus NOUN	Oryctolagus PROPN compound> cuniculus NOUN
European_Rabbit#species	en	Bunny	2	Bunny PROPN	
European_Rabbit#species	en	European rabbit	2	rabbit NOUN	european ADJ amod> rabbit NOUN
European_Rabbit#species	en	Rabbit	2	rabbit NOUN	
European_Robin#species	en	Robin	0	Robin PROPN	
European_Robin#species	en	Erithacus rubecula	1	rubecula NOUN	Erithacus PROPN compound> rubecula NOUN
European_Robin#species	en	European robin	2	robin NOUN	european ADJ amod> robin NOUN
European_Robin#species	en	Robin	2	Robin PROPN	
European_Starling#species	en	Starling	0	Starling NOUN	
European_Starling#species	en	Sturnus vulgaris	1	vulgaris PROPN	Sturnus PROPN compound> vulgaris PROPN
European_Starling#species	en	Common starling	2	starling NOUN	common ADJ amod> starling NOUN
European_Starling#species	en	European starling	2	starling NOUN	european ADJ amod> starling NOUN
European_Starling#species	en	Starling	2	Starling NOUN	
European_Stonechat#species	en	Stonechat	0	stonechat NOUN	
European_Stonechat#species	en	Saxicola rubicola	1	rubicola NOUN	Saxicola PROPN compound> rubicola NOUN
European_Stonechat#species	en	Common stonechat	2	stonechat PRON	common NOUN nsubj:pass> stonechat PRON
European_Stonechat#species	en	European stonechat	2	stonechat PRON	european PROPN compound> stonechat PRON
European_Stonechat#species	en	Stonechat	2	stonechat NOUN	
European_Storm-petrel#species	en	Storm petrel	0	petrel NOUN	Storm PROPN compound> petrel NOUN
European_Storm-petrel#species	en	Hydrobates pelagicus	1	pelagicus NOUN	Hydrobates PROPN compound> pelagicus NOUN
European_Storm-petrel#species	en	European storm petrel	2	petrel NOUN	european ADJ amod> petrel NOUN | storm NOUN compound> petrel NOUN
European_Storm-petrel#species	en	Storm petrel	2	petrel NOUN	Storm PROPN compound> petrel NOUN
European_Water_Vole#species	en	European water vole	0	vole NOUN	european ADJ amod> vole NOUN | water NOUN compound> vole NOUN
European_Water_Vole#species	en	Arvicola amphibius	1	amphibius NOUN	Arvicola PROPN compound> amphibius NOUN
European_Water_Vole#species	en	Eurasian water vole	2	vole NOUN	Eurasian ADJ amod> vole NOUN | water NOUN compound> vole NOUN
European_Water_Vole#species	en	European water vole	2	vole NOUN	european ADJ amod> vole NOUN | water NOUN compound> vole NOUN
European_Water_Vole#species	en	Water rat	2	rat NOUN	Water PROPN compound> rat NOUN
European_Water_Vole#species	en	Water vole	2	vole NOUN	Water PROPN compound> vole NOUN
Eurypterid#order	en	Sea scorpions	0	scorpion NOUN	Sea NOUN compound> scorpion NOUN
Eurypterid#order	en	Eurypterida	1	Eurypterida PROPN	
Eurypterid#order	en	broad wing	2	wing NOUN	broad ADJ amod> wing NOUN
Eurypterid#order	en	Sea scorpions	2	scorpion NOUN	Sea NOUN compound> scorpion NOUN
Even-toed_ungulate#order	en	Even-toed ungulates	0	ungulate NOUN	even ADV advmod> toe VERB | - PUNCT punct> toe VERB | toe VERB amod> ungulate NOUN
Even-toed_ungulate#order	en	Artiodactyla	0	Artiodactyla PROPN	
Even-toed_ungulate#order	en	Artiodactyla	1	Artiodactyla PROPN	
Even-toed_ungulate#order	en	Cloven-hoofed mammals	2	mammal NOUN	Cloven VERB compound> hoof VERB | - PUNCT punct> hoof VERB | hoof VERB amod> mammal NOUN
Even-toed_ungulate#order	en	Cloven-hoofed ungulates	2	ungulate NOUN	Cloven VERB compound> hoof VERB | - PUNCT punct> hoof VERB | hoof VERB amod> ungulate NOUN
Even-toed_ungulate#order	en	Even-toed ungulates	2	ungulate NOUN	even ADV advmod> toe VERB | - PUNCT punct> toe VERB | toe VERB amod> ungulate NOUN
Falconiformes#order	en	Birds of prey	0	bird NOUN	of ADP case> prey NOUN | prey NOUN nmod> bird NOUN
Falconiformes#order	en	Falconiformes	0	Falconiforme PROPN	
Falconiformes#order	en	Falconiformes	1	Falconiforme PROPN	
Falconiformes#order	en	Birds of prey	2	bird NOUN	of ADP case> prey NOUN | prey NOUN nmod> bird NOUN
Fieldfare#species	en	Fieldfare	0	Fieldfare NOUN	
Fieldfare#species	en	Turdus pilaris	1	pilaris NOUN	Turdus ADJ amod> pilaris NOUN
Fieldfare#species	en	Fieldfare	2	Fieldfare NOUN	
Field_Vole#species	en	Field vole	0	vole NOUN	field PROPN compound> vole NOUN
Field_Vole#species	en	Microtus agrestis	1	agrestis PROPN	Microtus PROPN compound> agrestis PROPN
Field_Vole#species	en	Field vole	2	vole NOUN	field PROPN compound> vole NOUN
Flowering_plant#phylum	en	Flowering plants	0	plant NOUN	Flowering NOUN compound> plant NOUN
Flowering_plant#phylum	en	Magnoliophyta	0	Magnoliophyta PROPN	
Flowering_plant#phylum	en	Magnoliophyta	1	Magnoliophyta PROPN	
Flowering_plant#phylum	en	Angiosperms 	2	Angiosperm NOUN	
Flowering_plant#phylum	en	Flowering plants	2	plant NOUN	Flowering NOUN compound> plant NOUN
Fly#order	en	Flies	0	flies PROPN	
Fly#order	en	Diptera	0	Diptera PROPN	
Fly#order	en	Diptera	1	Diptera PROPN	
Fly#order	en	Diptera	2	Diptera PROPN	
Fly#order	en	Flies	2	flies PROPN	
Fly#order	en	True Flies	2	flies PROPN	true ADJ amod> flies PROPN
Flying_fish#family	en	Flying fish	0	fish NOUN	Flying PROPN compound> fish NOUN
Flying_fish#family	en	Exocoetidae	1	Exocoetidae PROPN	
Flying_fish#family	en	Flying fish	2	fish NOUN	Flying PROPN compound> fish NOUN
Fork-marked_lemur#genus	en	Fork-marked lemurs	0	lemur NOUN	Fork NOUN obl:npmod> mark VERB | - PUNCT punct> mark VERB | mark VERB amod> lemur NOUN
Fork-marked_lemur#genus	en	Phaner	1	Phaner NOUN	
Fork-marked_lemur#genus	en	Fork-crowned lemurs	2	lemur NOUN	Fork NOUN obl:npmod> crown VERB | - PUNCT punct> crown VERB | crown VERB amod> lemur NOUN
Fork-marked_lemur#genus	en	Fork-marked lemurs	2	lemur NOUN	Fork NOUN obl:npmod> mark VERB | - PUNCT punct> mark VERB | mark VERB amod> lemur NOUN
Formica_aquilonia#species	en	Scottish wood ant	0	ant NOUN	scottish ADJ amod> ant NOUN | wood NOUN compound> ant NOUN
Formica_aquilonia#species	en	Formica aquilonia	1	aquilonia NOUN	Formica PROPN compound> aquilonia NOUN
Formica_aquilonia#species	en	Scottish wood ant	2	ant NOUN	scottish ADJ amod> ant NOUN | wood NOUN compound> ant NOUN
Formica_aquilonia#species	en	Wood ant	2	ant NOUN	Wood PROPN compound> ant NOUN
Formica_lugubris#species	en	Hairy wood ant	0	ant NOUN	Hairy PROPN compound> ant NOUN | wood NOUN compound> ant NOUN
Formica_lugubris#species	en	Formica lugubris	1	lugubris NOUN	Formica PROPN compound> lugubris NOUN
Formica_lugubris#species	en	European wood ant	2	ant NOUN	european ADJ amod> ant NOUN | wood NOUN compound> ant NOUN
Formica_lugubris#species	en	Hairy wood ant	2	ant NOUN	Hairy PROPN compound> ant NOUN | wood NOUN compound> ant NOUN
Fossa_animal#species	en	Fossa	0	Fossa PROPN	
Fossa_animal#species	en	Cryptoprocta ferox	1	ferox NOUN	Cryptoprocta PROPN compound> ferox NOUN
Fossa_animal#species	en	Fossa	2	Fossa PROPN	
Francois_Langur#species	en	François langur	0	langur NOUN	François PROPN compound> langur NOUN
Francois_Langur#species	en	Trachypithecus francoisi	1	francoisi PROPN	Trachypithecus PROPN compound> francoisi PROPN
Francois_Langur#species	en	François langur	2	langur NOUN	François PROPN compound> langur NOUN
Francois_Langur#species	en	François leaf monkey	2	monkey NOUN	François PROPN compound> leaf NOUN | leaf NOUN compound> monkey NOUN
Frill-necked_Lizard#species	en	Frilled lizard	0	lizard NOUN	Frilled VERB amod> lizard NOUN
Frill-necked_Lizard#species	en	Chlamydosaurus kingii	1	kingii NOUN	Chlamydosaurus PROPN compound> kingii NOUN
Frill-necked_Lizard#species	en	Frilled dragon	2	dragon NOUN	Frilled ADJ amod> dragon NOUN
Frill-necked_Lizard#species	en	Frilled lizard	2	lizard NOUN	Frilled VERB amod> lizard NOUN
Frill-necked_Lizard#species	en	Frill-necked lizard	2	lizard NOUN	Frill PROPN obl:npmod> neck VERB | - PUNCT punct> neck VERB | neck VERB amod> lizard NOUN
Fritillaria_meleagris#species	en	Snakes head fritillary	0	fritillary NOUN	snake NOUN compound> head NOUN | head NOUN compound> fritillary NOUN
Fritillaria_meleagris#species	en	Fritillaria meleagris	1	meleagris NOUN	Fritillaria PROPN compound> meleagris NOUN
Fritillaria_meleagris#species	en	Checkered daffodil	2	daffodil NOUN	Checkered VERB amod> daffodil NOUN
Fritillaria_meleagris#species	en	Checkered lily	2	lily NOUN	Checkered VERB amod> lily NOUN
Fritillaria_meleagris#species	en	Chess flower	2	flower NOUN	chess NOUN compound> flower NOUN
Fritillaria_meleagris#species	en	Common fritillary	2	fritillary NOUN	common ADJ amod> fritillary NOUN
Fritillaria_meleagris#species	en	Frog-cup	2	cup NOUN	Frog NOUN compound> cup NOUN | - PUNCT punct> cup NOUN
Fritillaria_meleagris#species	en	Lazarus bell	2	bell NOUN	Lazarus PROPN compound> bell NOUN
Fritillaria_meleagris#species	en	Leper lily	2	Leper PROPN	lily ADV advmod> Leper PROPN
Fritillaria_meleagris#species	en	Snakes head	2	head NOUN	snake NOUN compound> head NOUN
Fritillaria_meleagris#species	en	Snakes head fritillary	2	fritillary NOUN	snake NOUN compound> head NOUN | head NOUN compound> fritillary NOUN
Frog#order	en	Frogs and toads	0	Frog NOUN	and CCONJ cc> toad NOUN | toad NOUN conj> Frog NOUN
Frog#order	en	Anura	0	Anura PROPN	
Frog#order	en	Anura	1	Anura PROPN	
Frog#order	en	Anurans	2	Anurans PROPN	
Frog#order	en	Frogs and toads	2	Frog NOUN	and CCONJ cc> toad NOUN | toad NOUN conj> Frog NOUN
Frogfish#family	en	Frogfish	0	Frogfish PROPN	
Frogfish#family	en	Antennariidae	1	Antennariida NOUN	
Frogfish#family	en	Frogfish	2	Frogfish PROPN	
Furcifer_labordi#species	en	Labords chameleon	0	chameleon NOUN	Labord NOUN compound> chameleon NOUN
Furcifer_labordi#species	en	Furcifer labordi	1	labordi NOUN	Furcifer PROPN compound> labordi NOUN
Furcifer_labordi#species	en	Labordes Chameleon	2	Chameleon PROPN	Labordes PROPN compound> Chameleon PROPN
Furcifer_labordi#species	en	Labords chameleon	2	chameleon NOUN	Labord NOUN compound> chameleon NOUN
Galanthus_nivalis#species	en	Snowdrop	0	Snowdrop NOUN	
Galanthus_nivalis#species	en	Galanthus nivalis	1	nivalis PROPN	Galanthus PROPN compound> nivalis PROPN
Galanthus_nivalis#species	en	Common snowdrop	2	snowdrop NOUN	common ADJ amod> snowdrop NOUN
Galanthus_nivalis#species	en	Snowdrop	2	Snowdrop NOUN	
Gal_pagos_Fur_Seal#species	en	Galápagos fur seal	0	seal NOUN	Galápagos PROPN compound> seal NOUN | fur NOUN compound> seal NOUN
Gal_pagos_Fur_Seal#species	en	Arctocephalus galapagoensis	1	galapagoensis NOUN	Arctocephalus PROPN compound> galapagoensis NOUN
Gal_pagos_Fur_Seal#species	en	Galápagos fur seal	2	seal NOUN	Galápagos PROPN compound> seal NOUN | fur NOUN compound> seal NOUN
Gal_pagos_Land_Iguana#species	en	Galápagos land iguana	0	iguana NOUN	Galápagos PROPN compound> iguana NOUN | land NOUN compound> iguana NOUN
Gal_pagos_Land_Iguana#species	en	Conolophus subcristatus	1	subcristatus NOUN	Conolophus PROPN compound> subcristatus NOUN
Gal_pagos_Land_Iguana#species	en	Galápagos land iguana	2	iguana NOUN	Galápagos PROPN compound> iguana NOUN | land NOUN compound> iguana NOUN
Gal_pagos_Land_Iguana#species	en	land iguana	2	iguana NOUN	land NOUN compound> iguana NOUN
Gal_pagos_Petrel#species	en	Galápagos petrel	0	petrel NOUN	Galápagos PROPN compound> petrel NOUN
Gal_pagos_Petrel#species	en	Pterodroma phaeopygia	1	phaeopygia NOUN	Pterodroma PROPN compound> phaeopygia NOUN
Gal_pagos_Petrel#species	en	Dark-rumped petrel	2	-rumped VERB	Dark PROPN nsubj> -rumped VERB | petrel NOUN obj> -rumped VERB
Gal_pagos_Petrel#species	en	Galápagos petrel	2	petrel NOUN	Galápagos PROPN compound> petrel NOUN
Gal_pagos_Petrel#species	en	Patapegada	2	Patapegada PROPN	
Gal_pagos_tortoise#species	en	Galápagos giant tortoise	0	tortoise NOUN	Galápagos PROPN compound> tortoise NOUN | giant ADJ amod> tortoise NOUN
Gal_pagos_tortoise#species	en	Geochelone nigra	1	nigra PROPN	Geochelone PROPN compound> nigra PROPN
Gal_pagos_tortoise#species	en	Galápagos giant tortoise	2	tortoise NOUN	Galápagos PROPN compound> tortoise NOUN | giant ADJ amod> tortoise NOUN
Galliformes#order	en	Gamebirds	0	Gamebird NOUN	
Galliformes#order	en	Galliformes	0	Galliformes PROPN	
Galliformes#order	en	Galliformes	1	Galliformes PROPN	
Galliformes#order	en	Galliforms	2	Galliform NOUN	
Galliformes#order	en	Gamebirds	2	Gamebird NOUN	
Galliformes#order	en	Gamefowl	2	Gamefowl NOUN	
Galliformes#order	en	Landfowl	2	Landfowl NOUN	
Garden_Warbler#species	en	Garden warbler	0	warbler NOUN	Garden PROPN compound> warbler NOUN
Garden_Warbler#species	en	Sylvia borin	1	borin NOUN	Sylvia PROPN compound> borin NOUN
Garden_Warbler#species	en	Garden warbler	2	warbler NOUN	Garden PROPN compound> warbler NOUN
Gastornis#genus	en	Gastornis	0	Gastornis PROPN	
Gatekeeper_Butterfly#species	en	Gatekeeper butterfly	0	butterfly NOUN	Gatekeeper NOUN compound> butterfly NOUN
Gatekeeper_Butterfly#species	en	Pyronia tithonus	1	tithonus NOUN	Pyronia PROPN compound> tithonus NOUN
Gatekeeper_Butterfly#species	en	Gatekeeper butterfly	2	butterfly NOUN	Gatekeeper NOUN compound> butterfly NOUN
Gatekeeper_Butterfly#species	en	Hedge brown	2	brown NOUN	hedge NOUN compound> brown NOUN
Gees_Golden_Langur#species	en	Golden langur	0	langur NOUN	golden NOUN compound> langur NOUN
Gees_Golden_Langur#species	en	Trachypithecus geei	1	geei NOUN	Trachypithecus PROPN compound> geei NOUN
Gees_Golden_Langur#species	en	Gees golden langur	2	langur NOUN	Gees NOUN compound> langur NOUN | golden ADJ amod> langur NOUN
Gees_Golden_Langur#species	en	Golden langur	2	langur NOUN	golden NOUN compound> langur NOUN
Gees_Golden_Langur#species	en	Golden leaf monkey	2	monkey NOUN	golden NOUN compound> leaf NOUN | leaf NOUN compound> monkey NOUN
Gelada#species	en	Gelada baboon	0	baboon NOUN	Gelada PROPN compound> baboon NOUN
Gelada#species	en	Theropithecus gelada	1	gelada PROPN	Theropithecus PROPN compound> gelada PROPN
Gelada#species	en	Gelada baboon	2	baboon NOUN	Gelada PROPN compound> baboon NOUN
Gentoo_Penguin#species	en	Gentoo penguin	0	penguin NOUN	Gentoo PROPN compound> penguin NOUN
Gentoo_Penguin#species	en	Pygoscelis papua	1	papua NOUN	Pygoscelis NOUN compound> papua NOUN
Gentoo_Penguin#species	en	Gentoo penguin	2	penguin NOUN	Gentoo PROPN compound> penguin NOUN
Gharial#species	en	Gharial	0	Gharial PROPN	
Gharial#species	en	Gavialis gangeticus	1	gangeticus NOUN	Gavialis PROPN compound> gangeticus NOUN
Gharial#species	en	Gavial	2	Gavial PROPN	
Gharial#species	en	Gharial	2	Gharial PROPN	
Gharial#species	en	Indian gharial	2	gharial NOUN	indian ADJ amod> gharial NOUN
Giant_Anteater#species	en	Giant anteater	0	anteater NOUN	giant PROPN compound> anteater NOUN
Giant_Anteater#species	en	Myrmecophaga tridactyla	1	tridactyla NOUN	Myrmecophaga PROPN compound> tridactyla NOUN
Giant_Anteater#species	en	Giant anteater	2	anteater NOUN	giant PROPN compound> anteater NOUN
Giant_Panda#species	en	Giant panda	0	panda NOUN	giant PROPN compound> panda NOUN
Giant_Panda#species	en	Ailuropoda melanoleuca	1	melanoleuca NOUN	Ailuropoda PROPN compound> melanoleuca NOUN
Giant_Panda#species	en	Giant panda	2	panda NOUN	giant PROPN compound> panda NOUN
Giant_tube_worm#species	en	Giant tube worm	0	worm NOUN	giant PROPN compound> tube NOUN | tube NOUN compound> worm NOUN
Giant_tube_worm#species	en	Riftia pachyptila	1	pachyptila NOUN	Riftia PROPN compound> pachyptila NOUN
Giant_tube_worm#species	en	Giant tube worm	2	worm NOUN	giant PROPN compound> tube NOUN | tube NOUN compound> worm NOUN
Giant_weta#genus	en	Giant wetas	0	weta NOUN	giant ADJ amod> weta NOUN
Giant_weta#genus	en	Deinacrida	1	Deinacrida PROPN	
Giant_weta#genus	en	Giant wetas	2	weta NOUN	giant ADJ amod> weta NOUN
Gigantoraptor#genus	en	Gigantoraptor	0	Gigantoraptor NOUN	
Gigantoraptor#genus	en	Gigantoraptor	1	Gigantoraptor NOUN	
Gigantoraptor#genus	en	gigantic seizer	2	seizer NOUN	gigantic ADJ amod> seizer NOUN
Giraffe#species	en	Giraffe	0	giraffe NOUN	
Giraffe#species	en	Giraffa camelopardalis	1	camelopardalis NOUN	Giraffa PROPN compound> camelopardalis NOUN
Giraffe#species	en	Giraffe	2	giraffe NOUN	
Giraffe_weevil#species	en	Giraffe weevil	0	weevil NOUN	giraffe PROPN compound> weevil NOUN
Giraffe_weevil#species	en	Trachelophorus giraffa	1	giraffa NOUN	Trachelophorus PROPN compound> giraffa NOUN
Giraffe_weevil#species	en	Giraffe-necked weevil	2	weevil NOUN	giraffe NOUN obl:npmod> neck VERB | - PUNCT punct> neck VERB | neck VERB amod> weevil NOUN
Giraffe_weevil#species	en	Giraffe weevil	2	weevil NOUN	giraffe PROPN compound> weevil NOUN
Glyptodontidae#family	en	Glyptodonts	0	Glyptodont NOUN	
Glyptodontidae#family	en	Glyptodontidae	1	Glyptodontidae PROPN	
Glyptodontidae#family	en	carved tooth	2	tooth NOUN	carve VERB amod> tooth NOUN
Glyptodontidae#family	en	Glyptodonts	2	Glyptodont NOUN	
Glyptodontidae#family	en	grooved tooth	2	tooth NOUN	groove VERB amod> tooth NOUN
Goby#family	en	Gobies	0	Goby NOUN	
Goby#family	en	Gobiidae	1	Gobiidae NOUN	
Goby#family	en	Gobies	2	Goby NOUN	
Goldcrest#species	en	Goldcrest	0	Goldcrest NOUN	
Goldcrest#species	en	Regulus regulus	1	regulus NOUN	Regulus PROPN compound> regulus NOUN
Goldcrest#species	en	Goldcrest	2	Goldcrest NOUN	
Golden_Snub-nosed_Monkey#species	en	Golden snub-nosed monkey	0	monkey NOUN	golden NOUN compound> monkey NOUN | snub X advmod> -nose ADJ | -nose ADJ amod> monkey NOUN
Golden_Snub-nosed_Monkey#species	en	Rhinopithecus roxellana	1	roxellana NOUN	Rhinopithecus PROPN compound> roxellana NOUN
Golden_Snub-nosed_Monkey#species	en	Golden snub-nosed monkey	2	monkey NOUN	golden NOUN compound> monkey NOUN | snub X advmod> -nose ADJ | -nose ADJ amod> monkey NOUN
Golden_Snub-nosed_Monkey#species	en	Sichuan Golden Hair Monkey	2	monkey PROPN	Sichuan PROPN compound> monkey PROPN | golden PROPN compound> Hair PROPN | Hair PROPN compound> monkey PROPN
Golden_Snub-nosed_Monkey#species	en	Sichuan golden snub-nosed monkey	2	snub NOUN	Sichuan PROPN compound> snub NOUN | golden ADJ amod> snub NOUN | -nose VERB amod> monkey NOUN | monkey NOUN appos> snub NOUN
Goliath_birdeater#species	en	Goliath bird-eating spider	0	spider NOUN	Goliath PROPN compound> eat VERB | bird NOUN compound> eat VERB | - PUNCT punct> eat VERB | eat VERB amod> spider NOUN
Goliath_birdeater#species	en	Theraphosa blondi	1	blondi NOUN	Theraphosa PROPN compound> blondi NOUN
Goliath_birdeater#species	en	Giant bird-eater spider	2	spider NOUN	giant PROPN compound> eater NOUN | bird NOUN compound> eater NOUN | - PUNCT punct> eater NOUN | eater NOUN compound> spider NOUN
